timestamp,day_of_year,minute_of_day,location_index,original_address,demand,order_id
1728753660,286,1371,9,"Dilli Burger Adda, Sector 135, Delhi NCR",2,6261641077
1728753780,286,1373,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6263071201
1728754020,286,1377,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6254739411
1728754020,286,1377,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6254043155
1728754200,286,1380,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6262132449
1728754260,286,1381,4,"Aura Pizzas, Vasant Kunj, Delhi NCR",5,6261498652
1728754320,286,1382,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6258989674
1728754380,286,1383,3,"Aura Pizzas, Sector 4, Delhi NCR",4,6249957082
1728754500,286,1385,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6262656582
1728754680,286,1388,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",3,6263239451
1728755340,286,1399,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6261904137
1728755340,286,1399,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6257095559
1728756000,286,1410,2,"Aura Pizzas, Sector 135, Delhi NCR",2,6256455363
1728756780,286,1423,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6263325820
1728756840,286,1424,21,"Swaad, Sector 4, Delhi NCR",2,6252035347
1728757020,286,1427,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6249228452
1728757260,286,1431,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6263850195
1728757920,287,2,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6257360808
1728759060,287,21,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6262999319
1728759360,287,26,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6261074990
1728759420,287,27,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6263613043
1728759540,287,29,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6256497582
1728759720,287,32,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6259462559
1728761040,287,54,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6261984442
1728762600,287,80,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6254197596
1728762600,287,80,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6261966262
1728762960,287,86,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6263882839
1728763200,287,90,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6263927296
1728763260,287,91,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6257538117
1728764040,287,104,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6254897223
1728764040,287,104,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6260953608
1728764340,287,109,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6262698483
1728764520,287,112,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",5,6262780538
1728765600,287,130,3,"Aura Pizzas, Sector 4, Delhi NCR",4,6256363883
1728765960,287,136,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6259232201
1728767340,287,159,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6252893966
1728768180,287,173,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6263620211
1728771120,287,222,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6263729520
1728771240,287,224,21,"Swaad, Sector 4, Delhi NCR",1,6257558081
1728771300,287,225,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6254711248
1728797820,287,667,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6258921542
1728799320,287,692,2,"Aura Pizzas, Sector 135, Delhi NCR",3,6264841952
1728801900,287,735,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6258385441
1728802020,287,737,3,"Aura Pizzas, Sector 4, Delhi NCR",4,6255957260
1728802080,287,738,20,"Swaad, Sector 135, Delhi NCR",2,6259159587
1728802560,287,746,21,"Swaad, Sector 4, Delhi NCR",1,6257794117
1728804720,287,782,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6255682147
1728804900,287,785,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6260124736
1728805260,287,791,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6256487780
1728805620,287,797,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6259550625
1728806520,287,812,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6263341574
1728806700,287,815,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6251886876
1728807180,287,823,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6264996996
1728807420,287,827,21,"Swaad, Sector 4, Delhi NCR",1,6263081008
1728807660,287,831,21,"Swaad, Sector 4, Delhi NCR",1,6261825460
1728809760,287,866,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6263283036
1728810060,287,871,21,"Swaad, Sector 4, Delhi NCR",1,6264215409
1728810660,287,881,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6262020275
1728811080,287,888,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6256266459
1728811560,287,896,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6265332464
1728812100,287,905,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6262883224
1728812520,287,912,21,"Swaad, Sector 4, Delhi NCR",5,6258158170
1728813600,287,930,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6262809123
1728815040,287,954,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6260168850
1728815340,287,959,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6265659150
1728815460,287,961,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6261225349
1728819420,287,1027,21,"Swaad, Sector 4, Delhi NCR",1,6264027193
1728822000,287,1070,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6260002138
1728822240,287,1074,4,"Aura Pizzas, Vasant Kunj, Delhi NCR",2,6265110076
1728823140,287,1089,21,"Swaad, Sector 4, Delhi NCR",2,6265324268
1728823260,287,1091,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6250070049
1728824400,287,1110,21,"Swaad, Sector 4, Delhi NCR",2,6265150058
1728825180,287,1123,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6264961732
1728825300,287,1125,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6255206585
1728825660,287,1131,21,"Swaad, Sector 4, Delhi NCR",6,6260524321
1728825660,287,1131,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6263821044
1728825840,287,1134,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6260236705
1728826200,287,1140,3,"Aura Pizzas, Sector 4, Delhi NCR",4,6264160054
1728826920,287,1152,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6257945431
1728827280,287,1158,21,"Swaad, Sector 4, Delhi NCR",1,6262066452
1728828300,287,1175,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6255888877
1728828840,287,1184,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",3,6266511345
1728829140,287,1189,2,"Aura Pizzas, Sector 135, Delhi NCR",4,6265445577
1728829260,287,1191,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6265290930
1728829860,287,1201,2,"Aura Pizzas, Sector 135, Delhi NCR",2,6263577299
1728830040,287,1204,4,"Aura Pizzas, Vasant Kunj, Delhi NCR",2,6261469315
1728830040,287,1204,4,"Aura Pizzas, Vasant Kunj, Delhi NCR",1,6265023535
1728830340,287,1209,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6264371275
1728830400,287,1210,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6246548772
1728830400,287,1210,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6265901790
1728830760,287,1216,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6261480288
1728831120,287,1222,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6260237608
1728831300,287,1225,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6266218867
1728831300,287,1225,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",4,6255404898
1728831660,287,1231,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6260417670
1728833280,287,1258,18,"Swaad, DLF Phase 1, Delhi NCR",1,6260073891
1728833340,287,1259,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6265388076
1728833340,287,1259,21,"Swaad, Sector 4, Delhi NCR",2,6266693938
1728833580,287,1263,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6258488413
1728833760,287,1266,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6266410938
1728833760,287,1266,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6244340574
1728834420,287,1277,18,"Swaad, DLF Phase 1, Delhi NCR",1,6266742715
1728834840,287,1284,21,"Swaad, Sector 4, Delhi NCR",1,6265384794
1728834900,287,1285,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",3,6261373925
1728836580,287,1313,21,"Swaad, Sector 4, Delhi NCR",1,6261324940
1728837000,287,1320,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6267063965
1728837300,287,1325,21,"Swaad, Sector 4, Delhi NCR",2,6266034918
1728837780,287,1333,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6251180619
1728837780,287,1333,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",3,6265186019
1728837840,287,1334,21,"Swaad, Sector 4, Delhi NCR",2,6265991860
1728838020,287,1337,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6263702900
1728838620,287,1347,21,"Swaad, Sector 4, Delhi NCR",1,6264213661
1728838860,287,1351,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6266947610
1728839040,287,1354,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6262050074
1728839580,287,1363,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6267286022
1728840000,287,1370,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6262976116
1728840060,287,1371,2,"Aura Pizzas, Sector 135, Delhi NCR",3,6267535425
1728841080,287,1388,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6265843697
1728841080,287,1388,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",3,6250261716
1728841320,287,1392,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6265914343
1728841620,287,1397,3,"Aura Pizzas, Sector 4, Delhi NCR",4,6263046301
1728841800,287,1400,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6266623982
1728842580,287,1413,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6256766178
1728844800,288,10,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6263949836
1728845340,288,19,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6267477812
1728845460,288,21,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6266268263
1728846180,288,33,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6266234142
1728847740,288,59,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6266069430
1728848280,288,68,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6267976515
1728848400,288,70,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6266418398
1728849060,288,81,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6267259720
1728849300,288,85,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6267424091
1728852120,288,132,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6267514224
1728852360,288,136,21,"Swaad, Sector 4, Delhi NCR",1,6265422244
1728853920,288,162,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6263296030
1728854640,288,174,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6265382123
1728855840,288,194,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6265475547
1728856320,288,202,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6264833508
1728883920,288,662,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6261568680
1728889560,288,756,18,"Swaad, DLF Phase 1, Delhi NCR",2,6267660253
1728890640,288,774,4,"Aura Pizzas, Vasant Kunj, Delhi NCR",2,6265322640
1728891240,288,784,21,"Swaad, Sector 4, Delhi NCR",1,6268583218
1728891300,288,785,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6232044475
1728891660,288,791,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6266725576
1728893220,288,817,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6249752596
1728894300,288,835,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6267837091
1728894480,288,838,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",4,6267606562
1728894720,288,842,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6267274169
1728897000,288,880,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6259014038
1728897120,288,882,4,"Aura Pizzas, Vasant Kunj, Delhi NCR",4,6250077415
1728897420,288,887,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6260024740
1728897840,288,894,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6267697237
1728898800,288,910,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6267577690
1728900840,288,944,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6257329487
1728901860,288,961,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6266838906
1728902160,288,966,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6267719851
1728902940,288,979,20,"Swaad, Sector 135, Delhi NCR",1,6268891634
1728904140,288,999,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6261496479
1728904380,288,1003,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6267536682
1728905160,288,1016,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6259048702
1728906000,288,1030,21,"Swaad, Sector 4, Delhi NCR",1,6237998568
1728906660,288,1041,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6269085605
1728906840,288,1044,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6264082186
1728907560,288,1056,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6268011465
1728908100,288,1065,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6264654836
1728909120,288,1082,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6268539848
1728909420,288,1087,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6265240379
1728909600,288,1090,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6266831118
1728912360,288,1136,21,"Swaad, Sector 4, Delhi NCR",1,6267806258
1728912420,288,1137,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6264214103
1728913020,288,1147,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6261973104
1728913200,288,1150,21,"Swaad, Sector 4, Delhi NCR",3,6266636702
1728913560,288,1156,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6265973118
1728913800,288,1160,3,"Aura Pizzas, Sector 4, Delhi NCR",4,6268493730
1728915240,288,1184,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6257262953
1728915600,288,1190,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6269517287
1728916320,288,1202,24,"Tandoori Junction, Greater Kailash 2 (GK2), Delhi NCR",2,6251748992
1728916320,288,1202,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6269503992
1728916380,288,1203,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6268464060
1728916680,288,1208,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6261221962
1728917040,288,1214,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6269409709
1728917220,288,1217,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6269376726
1728917520,288,1222,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6269747569
1728917580,288,1223,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6253722907
1728917820,288,1227,2,"Aura Pizzas, Sector 135, Delhi NCR",2,6269791986
1728918120,288,1232,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6268020437
1728919080,288,1248,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6269707625
1728919320,288,1252,21,"Swaad, Sector 4, Delhi NCR",3,6264602155
1728919380,288,1253,23,"Tandoori Junction, DLF Phase 1, Delhi NCR",1,6265951609
1728919740,288,1259,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6269054696
1728920580,288,1273,20,"Swaad, Sector 135, Delhi NCR",1,6262935808
1728921120,288,1282,18,"Swaad, DLF Phase 1, Delhi NCR",1,6269593647
1728921540,288,1289,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6268802079
1728922740,288,1309,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6264328537
1728923400,288,1320,4,"Aura Pizzas, Vasant Kunj, Delhi NCR",1,6264820097
1728924540,288,1339,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6267859177
1728925500,288,1355,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6266067670
1728925620,288,1357,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6267208888
1728925800,288,1360,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6267658066
1728926760,288,1376,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6264115222
1728926820,288,1377,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",4,6263894252
1728929160,288,1416,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6266947576
1728929460,288,1421,20,"Swaad, Sector 135, Delhi NCR",2,6269348231
1728930120,288,1432,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",3,6265377581
1728930240,288,1434,20,"Swaad, Sector 135, Delhi NCR",2,6269162453
1728930360,288,1436,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6270401902
1728931680,289,18,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6266926693
1728932220,289,27,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6262679261
1728932760,289,36,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6269911911
1728934500,289,65,21,"Swaad, Sector 4, Delhi NCR",2,6268158486
1728935040,289,74,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6263216532
1728936900,289,105,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6270196690
1728938160,289,126,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6265175021
1728940560,289,166,21,"Swaad, Sector 4, Delhi NCR",1,6262690906
1728943680,289,218,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6262923158
1728944340,289,229,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6264471040
1728944460,289,231,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6269326651
1728944760,289,236,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6266032278
1728970860,289,671,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6256896629
1728972240,289,694,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",3,6268336924
1728975060,289,741,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6268836460
1728976260,289,761,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6263816877
1728976680,289,768,21,"Swaad, Sector 4, Delhi NCR",1,6269208150
1728977580,289,783,20,"Swaad, Sector 135, Delhi NCR",1,6268962507
1728978720,289,802,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6269265899
1728980460,289,831,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6263909784
1728980760,289,836,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6270125256
1728981000,289,840,20,"Swaad, Sector 135, Delhi NCR",1,6270223616
1728981600,289,850,18,"Swaad, DLF Phase 1, Delhi NCR",3,6255761168
1728981900,289,855,21,"Swaad, Sector 4, Delhi NCR",1,6265979023
1728984660,289,901,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6266633683
1728985680,289,918,21,"Swaad, Sector 4, Delhi NCR",1,6270207839
1728986820,289,937,20,"Swaad, Sector 135, Delhi NCR",4,6267170703
1728989100,289,975,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6270028781
1728989940,289,989,21,"Swaad, Sector 4, Delhi NCR",1,6268095735
1728993300,289,1045,24,"Tandoori Junction, Greater Kailash 2 (GK2), Delhi NCR",1,6271774443
1728993900,289,1055,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6270948888
1728995520,289,1082,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6271087007
1728996780,289,1103,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6270850433
1728998520,289,1132,20,"Swaad, Sector 135, Delhi NCR",2,6270287531
1728999120,289,1142,24,"Tandoori Junction, Greater Kailash 2 (GK2), Delhi NCR",1,6271757845
1728999180,289,1143,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6269863321
1728999240,289,1144,3,"Aura Pizzas, Sector 4, Delhi NCR",4,6271194892
1728999360,289,1146,18,"Swaad, DLF Phase 1, Delhi NCR",1,6269684831
1728999720,289,1152,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6266606267
1729000020,289,1157,4,"Aura Pizzas, Vasant Kunj, Delhi NCR",1,6271276378
1729000140,289,1159,18,"Swaad, DLF Phase 1, Delhi NCR",2,6254235119
1729001700,289,1185,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",1,6270871898
1729002180,289,1193,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6258712564
1729002780,289,1203,21,"Swaad, Sector 4, Delhi NCR",1,6270417588
1729002840,289,1204,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6271386357
1729004460,289,1231,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6265304056
1729004880,289,1238,10,"Dilli Burger Adda, Sector 4, Delhi NCR",2,6270801947
1729005060,289,1241,20,"Swaad, Sector 135, Delhi NCR",3,6268279583
1729005060,289,1241,18,"Swaad, DLF Phase 1, Delhi NCR",4,6268788266
1729005060,289,1241,18,"Swaad, DLF Phase 1, Delhi NCR",2,6268156463
1729005240,289,1244,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6266114346
1729005540,289,1249,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6270626135
1729005600,289,1250,2,"Aura Pizzas, Sector 135, Delhi NCR",2,6272306187
1729005660,289,1251,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6271813405
1729005840,289,1254,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6271603032
1729006680,289,1268,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6264716152
1729007280,289,1278,18,"Swaad, DLF Phase 1, Delhi NCR",1,6267175836
1729007340,289,1279,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6253587637
1729007700,289,1285,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6272668588
1729007820,289,1287,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6272066078
1729007940,289,1289,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",4,6272502170
1729008060,289,1291,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6271065482
1729008180,289,1293,3,"Aura Pizzas, Sector 4, Delhi NCR",3,6272750306
1729008540,289,1299,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6271082775
1729008660,289,1301,4,"Aura Pizzas, Vasant Kunj, Delhi NCR",2,6268048309
1729011120,289,1342,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6272714560
1729011180,289,1343,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6260478617
1729011360,289,1346,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6267107626
1729012440,289,1364,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6270964818
1729012740,289,1369,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6263941064
1729013460,289,1381,20,"Swaad, Sector 135, Delhi NCR",3,6268792046
1729014000,289,1390,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6270742638
1729014060,289,1391,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6266642867
1729014360,289,1396,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6272144778
1729014840,289,1404,20,"Swaad, Sector 135, Delhi NCR",1,6270699338
1729015080,289,1408,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6268362772
1729015140,289,1409,21,"Swaad, Sector 4, Delhi NCR",1,6272793053
1729015140,289,1409,3,"Aura Pizzas, Sector 4, Delhi NCR",6,6269309435
1729015380,289,1413,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6272052887
1729015920,289,1422,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6266625866
1729015920,289,1422,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6264386658
1729017060,290,1,24,"Tandoori Junction, Greater Kailash 2 (GK2), Delhi NCR",1,6260533629
1729018200,290,20,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6273111718
1729018560,290,26,21,"Swaad, Sector 4, Delhi NCR",2,6272243516
1729021500,290,75,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6270440203
1729021620,290,77,21,"Swaad, Sector 4, Delhi NCR",1,6269608641
1729021680,290,78,21,"Swaad, Sector 4, Delhi NCR",1,6271734896
1729021920,290,82,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",1,6267617300
1729022400,290,90,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6272683577
1729022460,290,91,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6270886988
1729022880,290,98,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6271821350
1729025880,290,148,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6272694213
1729027020,290,167,21,"Swaad, Sector 4, Delhi NCR",2,6272962422
1729028520,290,192,19,"Swaad, Greater Kailash 2 (GK2), Delhi NCR",2,6270538979
1729029180,290,203,3,"Aura Pizzas, Sector 4, Delhi NCR",2,6265139610
1729029420,290,207,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6271189495
1729030500,290,225,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6261051287
1729031220,290,237,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",1,6271737109
1729058700,290,695,3,"Aura Pizzas, Sector 4, Delhi NCR",1,6268189882
1729060440,290,724,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",4,6263972080
1729060680,290,728,2,"Aura Pizzas, Sector 135, Delhi NCR",1,6264797123
1729062360,290,756,1,"Aura Pizzas, Greater Kailash 2 (GK2), Delhi NCR",2,6267170470
1729062540,290,759,0,"Aura Pizzas, DLF Phase 1, Delhi NCR",2,6272709129
1729063740,290,779,3,"Aura Pizzas, Sector 4, Delhi NCR",8,6272624162
1729064280,290,788,21,"Swaad, Sector 4, Delhi NCR",1,6264969546
